"siteID","lon","lat","Age","Vege","temp","prcp","Pinus","Quercus","Picea","Betula","Alnus","Tsuga","Cupress","Fagus","Ulmus","Abies","Fraxinus","Salix","Poaceae","Cyperaceae","Artemisia","ChenAm"
196,-89.702685,46.18693,40,"Deciduous Forest",3.51583325474833,775.900011561811,0.252631579,0.028947368,0.018421053,0.221052632,0.028947368,0.078947368,0.034210526,0,0,0.010526316,0.015789474,0.015789474,0.05,0,0.010526316,0.021052632
196,-89.702685,46.18693,50,"Deciduous Forest",2.72166660583268,814.500012136996,0.227405248,0,0,0.285714286,0.043731778,0.049562682,0.072886297,0,0.014577259,0,0.011661808,0.014577259,0.043731778,0,0,0
196,-89.702685,46.18693,90,"Conifer/Hardwood",2.87458326908139,737.000010982156,0.197640118,0.044247788,0,0.368731563,0,0.14159292,0.112094395,0,0,0,0.01179941,0,0,0,0,0
196,-89.702685,46.18693,170,"Conifer/Hardwood",2.48291661116915,804.900011993945,0.304477612,0.056716418,0,0.250746269,0.020895522,0.182089552,0.068656716,0,0,0,0,0,0.014925373,0,0,0
196,-89.702685,46.18693,180,"Conifer/Hardwood",3.13624992989935,768.600011453032,0.332402235,0.044692737,0,0.251396648,0.019553073,0.173184358,0.041899441,0,0.011173184,0,0.011173184,0,0.011173184,0.01396648,0.011173184,0
196,-89.702685,46.18693,200,"Conifer/Hardwood",3.11624993034638,739.000011011958,0.434889434,0,0.017199017,0.272727273,0.027027027,0.088452088,0.036855037,0,0,0,0,0,0,0,0,0
196,-89.702685,46.18693,250,"Conifer/Hardwood",3.00374993286096,763.900011382997,0.402332361,0.040816327,0.014577259,0.2303207,0,0.151603499,0.052478134,0,0,0,0.014577259,0,0,0,0,0
196,-89.702685,46.18693,670,"Deciduous Forest",3.1849999288097,781.800011649728,0.328651685,0,0.014044944,0.328651685,0.02247191,0.146067416,0.04494382,0,0,0,0,0,0,0.014044944,0,0
196,-89.702685,46.18693,860,"Conifer/Hardwood",2.95124993403442,761.500011347234,0.308673469,0.025510204,0,0.306122449,0.025510204,0.155612245,0.045918367,0,0,0.015306122,0,0,0.012755102,0,0,0
196,-89.702685,46.18693,960,"Conifer/Hardwood",3.36208325818491,829.500012360513,0.358974359,0,0,0.325320513,0.014423077,0.149038462,0.025641026,0,0,0,0,0,0.012820513,0,0,0
196,-89.702685,46.18693,1000,"Conifer/Hardwood",2.51166661052654,819.600012212992,0.372141372,0,0,0.282744283,0.020790021,0.106029106,0.043659044,0,0.016632017,0,0.014553015,0,0.012474012,0,0.01039501,0
196,-89.702685,46.18693,1100,"Conifer/Hardwood",3.06624993146397,787.600011736155,0.420886075,0.03164557,0,0.28164557,0,0.10443038,0.022151899,0,0,0,0,0,0.012658228,0,0,0
196,-89.702685,46.18693,1140,"Deciduous Forest",3.24291659418183,792.800011813641,0.428571429,0.06031746,0,0.231746032,0.044444444,0.088888889,0.022222222,0,0.012698413,0,0,0,0.019047619,0,0,0
196,-89.702685,46.18693,1400,"Deciduous Forest",2.95166660069178,811.100012086332,0.41833811,0.048710602,0.011461318,0.246418338,0.040114613,0.025787966,0.040114613,0,0.022922636,0,0.014326648,0,0.011461318,0.020057307,0,0
196,-89.702685,46.18693,1720,"Deciduous Forest",3.99166657744596,828.600012347102,0.609756097,0,0,0.178861789,0.030487805,0.030487805,0.014227642,0,0,0,0,0,0.014227642,0.022357724,0.010162602,0
203,-85.50132,36.03015,14074,"MixedP",4.02916657660777,1838.80002740026,0.355957768,0.19306184,0.063348416,0,0,0,0,0.033182504,0.012066365,0.010558069,0.04826546,0,0.018099548,0,0,0
203,-85.50132,36.03015,14455,"MixedP",4.46499990019947,1846.60002751648,0.174157304,0.314606742,0.143258427,0,0.016853933,0,0,0.014044944,0.014044944,0.050561798,0.030898876,0,0.039325843,0.02247191,0,0
203,-85.50132,36.03015,14582,"MixedP",3.59166658638666,1735.40002585948,0.174450549,0.206043956,0.193681319,0,0,0,0,0,0.021978022,0.06043956,0.024725275,0,0.043956044,0.019230769,0.013736264,0
203,-85.50132,36.03015,14707,"MixedP",3.95124991168268,1887.70002812892,0.196943972,0.247877759,0.205432937,0,0.016977929,0,0,0.016977929,0,0.078098472,0.013582343,0,0.033955857,0.020373514,0,0
203,-85.50132,36.03015,14831,"MixedP",4.41541656797441,1914.80002853274,0.250355619,0.204836415,0.177809388,0.025604552,0.019914651,0,0,0,0.011379801,0.054054054,0.019914651,0,0.025604552,0.014224751,0,0
203,-85.50132,36.03015,14958,"MixedP",4.40166656828175,1872.50002790242,0.239884393,0.231213873,0.216763006,0,0.011560694,0,0,0,0.026011561,0.031791908,0.043352601,0,0,0.028901734,0,0
203,-85.50132,36.03015,15133,"MixedP",2.91624993481673,1897.80002827942,0.168359942,0.246734398,0.248185776,0,0.026124819,0,0,0,0.020319303,0.046444122,0.037735849,0,0.01161103,0,0,0
203,-85.50132,36.03015,15258,"MixedP",2.73166660560916,1873.60002791882,0.189552239,0.182089552,0.297014925,0,0.023880597,0,0,0,0.017910448,0.059701493,0.026865672,0,0.011940299,0.011940299,0,0
203,-85.50132,36.03015,15389,"MixedP",2.49916661080594,1766.10002631694,0.219548873,0.129323308,0.386466165,0,0.012030075,0,0,0,0,0.09924812,0.021052632,0,0,0.012030075,0,0
203,-85.50132,36.03015,15550,"MixedP",2.92374993464909,1823.10002716631,0.303964758,0.117474302,0.234948605,0,0.014684288,0,0,0.02349486,0.01174743,0.049926579,0.035242291,0,0.026431718,0.029368576,0,0
203,-85.50132,36.03015,15691,"MixedP",2.48624994442798,1872.7000279054,0.324921135,0.167192429,0.288643533,0,0,0,0,0,0,0.074132492,0.025236593,0,0,0,0,0
203,-85.50132,36.03015,15832,"MixedP",2.76124993828125,1858.6000276953,0.312406577,0.134529148,0.35426009,0,0,0,0,0,0,0.08819133,0.014947683,0,0,0.014947683,0,0
